date,State,Confirmed,Recovered,Deceased,Other,Tested,Active
15-09-2020,Chandigarh,8592,5502,96,3,54371,2991
15-09-2020,Chhattisgarh,70777,34238,588,0,827074,35951
15-09-2020,Delhi,225796,191203,4806,0,2246985,29787
15-09-2020,Dadra and Nagar Haveli and Daman and Diu,2783,2543,2,23,59530,215
15-09-2020,Goa,25511,20094,315,0,227810,5102
15-09-2020,Gujarat,116345,96809,3247,0,3438500,16289
15-09-2020,Himachal Pradesh,10335,6417,89,27,251569,3802
15-09-2020,Haryana,98622,77166,1026,0,1536656,20430
15-09-2020,Jharkhand,64439,49750,571,0,1471588,14118
15-09-2020,Jammu and Kashmir,56654,37062,914,0,1270310,18678
15-09-2020,Karnataka,475265,369229,7481,19,3915302,98536
15-09-2020,Kerala,114034,82345,466,66,2198858,31157
15-09-2020,Ladakh,3499,2517,44,0,44147,938
15-Sep-20,Maharashtra,1097856,775273,30409,377,5409060,291797
15-09-2020,Meghalaya,4037,2190,29,0,117518,1818
15-09-2020,Manipur,8212,6418,47,0,196010,1747
15-09-2020,Madhya Pradesh,93053,69613,1820,0,1721188,21620
15-09-2020,Mizoram,1468,922,0,0,52622,546
15-09-2020,Nagaland,5229,3927,10,23,70994,1269
15-09-2020,Odisha,158650,125738,698,0,2516457,32214
15-09-2020,Punjab,84482,60814,2514,0,1439583,21154
15-09-2020,Puducherry,20601,15522,405,0,113664,4674
15-09-2020,Rajasthan,105898,87873,1264,0,2705303,16761
15-09-2020,Sikkim,2173,1690,19,0,45502,464
15-09-2020,Telangana,160571,129187,984,0,2220586,30400
15-09-2020,Tamil Nadu,514208,458900,8502,0,6048832,46806
15-09-2020,Tripura,19715,11925,207,22,335686,7561
15-09-2020,India,5018035,3939131,82091,709,59429115,996104
15-09-2020,Uttar Pradesh,324036,252097,4604,0,7784281,67335
15-09-2020,Uttarakhand,34407,23085,438,145,541910,10739
15-09-2020,West Bengal,209146,181142,4062,0,2562821,23942
16-09-2020,Andaman and Nicobar Islands,3593,3345,52,0,47794,196
16-09-2020,Andhra Pradesh,592760,497376,5105,0,4806879,90279
16-09-2020,Arunachal Pradesh,6692,4787,13,0,214292,1892
16-09-2020,Assam,148969,119364,511,3,2815285,29091
16-09-2020,Bihar,162632,148257,848,1,5202209,13526
16-09-2020,Chandigarh,8958,5683,101,3,56490,3171
16-09-2020,Chhattisgarh,73966,35885,611,0,846663,37470
16-09-2020,Delhi,230269,194516,4839,0,2309578,30914
16-09-2020,Dadra and Nagar Haveli and Daman and Diu,2810,2566,2,23,59771,219
16-09-2020,Goa,26139,20445,319,0,229876,5375
16-09-2020,Gujarat,117709,98256,3259,0,3523653,16194
16-09-2020,Himachal Pradesh,10795,6531,90,27,255031,4147
16-09-2020,Haryana,101316,78937,1045,0,1565646,21334
16-09-2020,Jharkhand,66074,51357,579,0,1538529,14138
16-09-2020,Jammu and Kashmir,58244,37809,932,0,1297329,19503
16-09-2020,Karnataka,484990,375809,7536,19,3986283,101626
16-09-2020,Kerala,117864,84608,480,66,2245139,32710
16-09-2020,Ladakh,3535,2536,46,0,44147,953
16-Sep-20,Maharashtra,1121221,792832,30883,381,5506276,297125
16-09-2020,Meghalaya,4195,2264,29,0,120576,1902
16-09-2020,Manipur,8322,6521,48,0,198837,1753
16-09-2020,Madhya Pradesh,95515,71535,1844,0,1736474,22136
16-09-2020,Mizoram,1480,929,0,0,54199,551
16-09-2020,Nagaland,5263,3968,10,24,71631,1261
16-09-2020,Odisha,162920,129859,709,0,2567777,32352
16-09-2020,Punjab,87184,63570,2592,0,1467301,21022
16-09-2020,Puducherry,21111,15923,418,0,119720,4770
16-09-2020,Rajasthan,107680,89352,1279,0,2738444,17049
16-09-2020,Sikkim,2221,1722,19,0,45762,480
16-09-2020,Telangana,162844,131447,996,0,2276222,30401
16-09-2020,Tamil Nadu,519860,464668,8559,0,6133399,46633
16-09-2020,Tripura,20169,12435,217,22,340002,7495
16-09-2020,India,5115895,4022055,83231,724,60565728,1009885
16-09-2020,Uttar Pradesh,330265,258573,4690,0,7938533,67002
16-09-2020,Uttarakhand,35947,24277,447,155,555071,11068
16-09-2020,West Bengal,212383,184113,4123,0,2608534,24147
17-09-2020,Andaman and Nicobar Islands,3604,3378,52,0,48861,174
17-09-2020,Andhra Pradesh,601462,508088,5177,0,4884371,88197
17-09-2020,Arunachal Pradesh,6851,4967,13,0,216202,1871
17-09-2020,Assam,150349,121610,528,3,2835842,28208
17-09-2020,Bihar,164224,149722,855,1,5307337,13646
17-09-2020,Chandigarh,9246,6062,106,3,57679,3075
17-09-2020,Chhattisgarh,77775,41111,628,0,872584,36036
17-09-2020,Delhi,234701,198103,4877,0,2369592,31721
17-09-2020,Dadra and Nagar Haveli and Daman and Diu,2831,2599,2,22,60237,208
17-09-2020,Goa,26783,20844,327,0,231801,5612
17-09-2020,Gujarat,119088,99908,3273,0,3609273,15907
17-09-2020,Himachal Pradesh,11190,6919,97,30,257378,4144
17-09-2020,Haryana,103773,81690,1069,0,1594079,21014
17-09-2020,Jharkhand,67100,52807,590,0,1587459,13703
17-09-2020,Jammu and Kashmir,59711,38521,951,0,1320240,20239
17-09-2020,Karnataka,494356,383077,7629,19,4058313,103631
17-09-2020,Kerala,122215,87345,490,66,2287796,34314
17-09-2020,Ladakh,3576,2558,47,0,44147,971
17-Sep-20,Maharashtra,1145840,812354,31351,383,5604890,301752
17-09-2020,Meghalaya,4357,2342,32,0,127571,1983
17-09-2020,Manipur,8432,6539,51,0,201670,1842
17-09-2020,Madhya Pradesh,97906,74398,1877,0,1762070,21631
17-09-2020,Mizoram,1506,949,0,0,55463,557
17-09-2020,Nagaland,5306,4079,10,24,72077,1193
17-09-2020,Odisha,167161,133466,722,0,2619601,32973
17-09-2020,Punjab,90032,65818,2646,0,1496340,21568
17-09-2020,Puducherry,21428,16253,431,0,124821,4744
17-09-2020,Rajasthan,109473,90685,1293,0,2767508,17495
17-09-2020,Sikkim,2274,1789,23,0,46065,462
17-09-2020,Telangana,165003,133555,1005,0,2329316,30443
17-09-2020,Tamil Nadu,525420,470192,8618,0,6217923,46610
17-09-2020,Tripura,20696,12956,222,22,344918,7496
17-09-2020,India,5212682,4109843,84406,728,61572343,1017705
17-09-2020,Uttar Pradesh,336294,263288,4771,0,8089882,68235
17-09-2020,Uttarakhand,37139,24810,460,155,567169,11714
17-09-2020,West Bengal,215580,187061,4183,0,2654070,24336
18-09-2020,Andaman and Nicobar Islands,3631,3414,52,0,50035,165
18-09-2020,Andhra Pradesh,609558,519891,5244,0,4959081,84423
18-09-2020,Arunachal Pradesh,7005,5106,13,0,218285,1886
18-09-2020,Assam,152858,123684,540,3,2871869,28631
18-09-2020,Bihar,165371,151400,859,1,5399493,13111
18-09-2020,Chandigarh,9506,6415,110,3,58937,2978
18-09-2020,Chhattisgarh,81617,44392,645,0,904770,36580
18-09-2020,Delhi,238828,201671,4907,0,2430629,32250
18-09-2020,Dadra and Nagar Haveli and Daman and Diu,2859,2630,2,25,60738,202
18-09-2020,Goa,27379,21314,335,0,233674,5730
18-09-2020,Gujarat,120498,101201,3289,0,3678350,16008
18-09-2020,Himachal Pradesh,11622,7054,109,30,261117,4429
18-09-2020,Haryana,106261,83878,1092,0,1623268,21291
18-09-2020,Jharkhand,68578,54052,602,0,1629190,13924
18-09-2020,Jammu and Kashmir,61041,39305,966,0,1345750,20770
18-09-2020,Karnataka,502982,394026,7808,19,4115783,101129
18-09-2020,Kerala,126382,90089,502,67,2336217,35724
18-09-2020,Ladakh,3635,2600,48,0,44147,987
18-Sep-20,Maharashtra,1167496,834432,31791,386,5693345,300887
18-09-2020,Meghalaya,4447,2437,34,0,129503,1976
18-09-2020,Manipur,8609,6629,52,0,204871,1928
18-09-2020,Madhya Pradesh,100458,76952,1901,0,1782505,21605
18-09-2020,Mizoram,1534,973,0,0,57012,561
18-09-2020,Nagaland,5357,4108,10,26,72596,1213
18-09-2020,Odisha,171341,137567,735,0,2667747,33039
18-09-2020,Punjab,92806,68458,2706,0,1524012,21642
18-09-2020,Puducherry,21913,16715,437,0,130099,4761
18-09-2020,Rajasthan,111290,92265,1308,0,2795479,17717
18-09-2020,Sikkim,2303,1857,26,0,46292,420
18-09-2020,Telangana,167046,135357,1016,0,2379950,30673
18-09-2020,Tamil Nadu,530908,475717,8685,0,6303466,46506
18-09-2020,Tripura,20969,13559,228,22,347959,7160
18-09-2020,India,5305655,4205358,85627,737,62454254,1013933
18-09-2020,Uttar Pradesh,342788,270094,4869,0,8245710,67825
18-09-2020,Uttarakhand,38007,26095,464,155,579582,11293
18-09-2020,West Bengal,218772,190021,4242,0,2699299,24509
19-09-2020,Andaman and Nicobar Islands,3644,3436,52,0,50681,156
19-09-2020,Andhra Pradesh,617776,530711,5302,0,5033676,81763
19-09-2020,Arunachal Pradesh,7250,5280,13,0,220706,1957
19-09-2020,Assam,155453,125540,548,3,2907044,29362
19-09-2020,Bihar,166987,152956,861,1,5523825,13169
19-09-2020,Chandigarh,9796,6766,116,3,60311,2911
19-09-2020,Chhattisgarh,84234,46081,664,0,918455,37489
19-09-2020,Delhi,242899,205890,4945,0,2492602,32064
19-09-2020,Dadra and Nagar Haveli and Daman and Diu,2887,2658,2,24,61270,203
19-09-2020,Goa,28022,21760,342,0,235787,5920
19-09-2020,Gujarat,121930,102671,3305,0,3739782,15954
19-09-2020,Himachal Pradesh,11908,7457,114,30,263580,4307
19-09-2020,Haryana,108952,86150,1120,0,1651482,21682
19-09-2020,Jharkhand,69860,55697,615,0,1670943,13548
19-09-2020,Jammu and Kashmir,62533,40265,987,0,1369702,21281
19-09-2020,Karnataka,511346,404841,7922,19,4179567,98564
19-09-2020,Kerala,131026,92951,520,67,2384611,37488
19-09-2020,Ladakh,3708,2666,49,0,44147,993
19-Sep-20,Maharashtra,1188015,857933,32216,386,5786147,297480
19-09-2020,Meghalaya,4559,2483,36,0,131433,2040
19-09-2020,Manipur,8726,6723,55,0,206986,1948
19-09-2020,Madhya Pradesh,103065,79158,1943,0,1801714,21964
19-09-2020,Mizoram,1548,989,0,0,59015,559
19-09-2020,Nagaland,5392,4150,10,26,72807,1206
19-09-2020,Odisha,175550,141657,744,0,2715822,33149
19-09-2020,Punjab,95529,70373,2757,0,1552393,22399
19-09-2020,Puducherry,22456,17209,448,0,135259,4799
19-09-2020,Rajasthan,113124,93805,1322,0,2826262,17997
19-09-2020,Sikkim,2342,1891,28,0,46690,423
19-09-2020,Telangana,169169,137508,1025,0,2434409,30636
19-09-2020,Tamil Nadu,536477,481273,8751,0,6388583,46453
19-09-2020,Tripura,21504,14142,235,22,352004,7105
19-09-2020,India,5398229,4299747,86776,750,63661060,1010956
19-09-2020,Uttar Pradesh,348517,276690,4953,0,8399785,66874
19-09-2020,Uttarakhand,40085,26973,478,169,594476,12465
19-09-2020,West Bengal,221960,193014,4298,0,2744862,24648
20-09-2020,Andaman and Nicobar Islands,3651,3451,52,0,51262,148
20-09-2020,Andhra Pradesh,625514,541319,5359,0,5104131,78836
20-09-2020,Arunachal Pradesh,7385,5408,13,0,222429,1964
20-09-2020,Assam,156680,127335,562,3,2926362,28780
20-09-2020,Bihar,168542,154443,864,1,5700336,13234
20-09-2020,Chandigarh,10082,7138,120,3,62834,2821
20-09-2020,Chhattisgarh,86183,47653,677,0,929701,37853
20-09-2020,Delhi,246711,209632,4982,0,2555007,32097
20-09-2020,Dadra and Nagar Haveli and Daman and Diu,2924,2674,2,26,61482,222
20-09-2020,Goa,28429,22297,351,0,237198,5781
20-09-2020,Gujarat,123337,103875,3322,0,3800469,16140
20-09-2020,Himachal Pradesh,12129,7548,118,20,266012,4443
20-09-2020,Haryana,111257,88697,1149,0,1681221,21411
20-09-2020,Jharkhand,71352,56944,617,0,1765454,13791
20-09-2020,Jammu and Kashmir,63990,40957,1001,0,1396729,22032
20-09-2020,Karnataka,519537,413452,8023,19,4240044,98043
20-09-2020,Kerala,135722,95702,536,69,2427374,39415
20-09-2020,Ladakh,3753,2691,49,0,44147,1013
20-Sep-20,Maharashtra,1208642,884341,32671,392,5872241,291238
20-09-2020,Meghalaya,4660,2513,36,0,131433,2111
20-09-2020,Manipur,8896,6767,57,0,209863,2072
20-09-2020,Madhya Pradesh,105644,81374,1970,0,1822297,22300
20-09-2020,Mizoram,1578,1002,0,0,60759,576
20-09-2020,Nagaland,5451,4228,10,29,73611,1184
20-09-2020,Odisha,179880,145675,754,0,2766976,33451
20-09-2020,Punjab,97689,72598,2813,0,1579113,22278
20-09-2020,Puducherry,22923,17556,458,0,140107,4909
20-09-2020,Rajasthan,114989,95469,1336,0,2856718,18184
20-09-2020,Sikkim,2391,1894,29,0,47044,468
20-09-2020,Telangana,171306,139700,1033,0,2488220,30573
20-09-2020,Tamil Nadu,541993,486479,8811,0,6474656,46703
20-09-2020,Tripura,22029,14787,239,23,356354,6980
20-09-2020,India,5485624,4392673,87911,774,64392594,1004266
20-09-2020,Uttar Pradesh,354275,283274,5047,0,8540604,65954
20-09-2020,Uttarakhand,40963,27828,491,189,605236,12455
20-09-2020,West Bengal,225137,195972,4359,0,2790518,24806
21-09-2020,Andaman and Nicobar Islands,3673,3469,52,0,52220,152
21-09-2020,Andhra Pradesh,631749,551821,5410,0,5160700,74518
21-09-2020,Arunachal Pradesh,7595,5643,13,0,225328,1939
21-09-2020,Assam,159320,129130,578,3,2961965,29609
21-09-2020,Bihar,169856,155824,870,1,5873939,13161
21-09-2020,Chandigarh,10298,7411,123,3,64625,2761
21-09-2020,Chhattisgarh,88181,49564,690,0,942303,37927
21-09-2020,Delhi,249259,213304,5014,0,2578740,30941
21-09-2020,Dadra and Nagar Haveli and Daman and Diu,2933,2695,2,25,62055,211
21-09-2020,Goa,28753,22726,360,0,238343,5667
21-09-2020,Gujarat,124767,105191,3339,0,3862366,16237
21-09-2020,Himachal Pradesh,12438,7836,125,20,268015,4457
21-09-2020,Haryana,113075,90884,1177,0,1706758,21014
21-09-2020,Jharkhand,72673,58543,626,0,1809145,13504
21-09-2020,Jammu and Kashmir,65026,42115,1024,0,1415364,21887
21-09-2020,Karnataka,526876,423377,8145,19,4282735,95335
21-09-2020,Kerala,138632,98724,554,69,2450599,39285
21-09-2020,Ladakh,3832,2735,50,0,48490,1047
21-Sep-20,Maharashtra,1224380,916348,33015,394,5912258,274623
21-09-2020,Meghalaya,4733,2528,38,0,133259,2167
21-09-2020,Manipur,9012,6838,59,0,212175,2115
21-09-2020,Madhya Pradesh,108167,83618,2007,0,1844080,22542
21-09-2020,Mizoram,1585,1012,0,0,62407,573
21-09-2020,Nagaland,5544,4451,10,31,74423,1052
21-09-2020,Odisha,184122,149379,763,0,2814734,33980
21-09-2020,Punjab,99930,75409,2860,0,1599134,21661
21-09-2020,Puducherry,23191,18065,467,0,143901,4659
21-09-2020,Rajasthan,116881,97284,1352,0,2870267,18245
21-09-2020,Sikkim,2447,1905,29,0,47269,513
21-09-2020,Telangana,172608,141930,1042,0,2519315,29636
21-09-2020,Tamil Nadu,547337,491971,8871,0,6555328,46495
21-09-2020,Tripura,22272,15441,245,23,358876,6563
21-09-2020,India,5560117,4494748,88967,789,65325779,975613
21-09-2020,Uttar Pradesh,358893,289594,5135,0,8676627,64164
21-09-2020,Uttarakhand,41777,29000,501,201,616986,12075
21-09-2020,West Bengal,228302,198983,4421,0,2833831,24898
22-09-2020,Andaman and Nicobar Islands,3691,3479,52,0,52845,160
22-09-2020,Andhra Pradesh,639302,562376,5461,0,5229529,71465
22-09-2020,Arunachal Pradesh,7844,5778,14,0,228242,2052
22-09-2020,Assam,161393,130947,586,3,2991612,29857
22-09-2020,Bihar,171465,157056,873,1,6068027,13535
22-09-2020,Chandigarh,10546,7794,127,3,67020,2622
22-09-2020,Chhattisgarh,90917,52001,718,0,958452,38198
22-09-2020,Delhi,253075,216401,5051,0,2637753,31623
22-09-2020,Dadra and Nagar Haveli and Daman and Diu,2944,2725,2,24,62055,193
22-09-2020,Goa,29343,23462,368,0,240206,5513
22-09-2020,Gujarat,126169,106512,3355,0,3924463,16302
22-09-2020,Himachal Pradesh,12769,8491,130,24,271449,4124
22-09-2020,Haryana,114870,93776,1206,0,1729974,19888
22-09-2020,Jharkhand,73948,60027,641,0,1864421,13280
22-09-2020,Jammu and Kashmir,66261,43734,1042,0,1436409,21485
22-09-2020,Karnataka,533850,432450,8228,19,4338442,93153
22-09-2020,Kerala,142757,101731,573,71,2492757,40382
22-09-2020,Ladakh,3887,2809,50,0,48490,1028
22-Sep-20,Maharashtra,1242770,936554,33407,399,6017284,272410
22-09-2020,Meghalaya,4791,2707,40,0,135571,2044
22-09-2020,Manipur,9282,6887,60,0,215614,2335
22-09-2020,Madhya Pradesh,110711,86030,2035,0,1861778,22646
22-09-2020,Mizoram,1691,1023,0,0,64312,668
22-09-2020,Nagaland,5604,4491,10,31,74978,1072
22-09-2020,Odisha,188311,153213,774,0,2860410,34324
22-09-2020,Punjab,101341,77127,2926,0,1627821,21288
22-09-2020,Puducherry,23684,18454,473,0,149501,4757
22-09-2020,Rajasthan,118793,98812,1367,0,2904053,18614
22-09-2020,Sikkim,2513,1928,29,0,47530,556
22-09-2020,Telangana,174774,144073,1052,0,2573005,29649
22-09-2020,Tamil Nadu,552674,497377,8947,0,6640058,46350
22-09-2020,Tripura,22831,15860,248,23,362478,6700
22-09-2020,India,5643479,4584405,90052,799,66279462,968223
22-09-2020,Uttar Pradesh,364543,296183,5212,0,8826726,63148
22-09-2020,Uttarakhand,42651,30107,512,201,630448,11831
22-09-2020,West Bengal,231484,202030,4483,0,2879278,24971
23-09-2020,Andaman and Nicobar Islands,3712,3494,52,0,53591,166
23-09-2020,Andhra Pradesh,646530,570667,5506,0,5302367,70357
23-09-2020,Arunachal Pradesh,8133,5903,14,0,231045,2216
23-09-2020,Assam,163491,132709,597,3,3021508,30182
23-09-2020,Bihar,173063,158546,874,1,6243612,13642
23-09-2020,Chandigarh,10726,8049,137,3,68270,2537
23-09-2020,Chhattisgarh,93351,56773,728,0,982825,35850
23-09-2020,Delhi,256789,220866,5087,0,2697333,30836
23-09-2020,Dadra and Nagar Haveli and Daman and Diu,2962,2734,2,25,63047,201
23-09-2020,Goa,29879,23857,376,0,242078,5646
23-09-2020,Gujarat,127541,107801,3370,0,3986370,16370
23-09-2020,Himachal Pradesh,13049,8937,135,25,273805,3952
23-09-2020,Haryana,116856,96347,1233,0,1758243,19276
23-09-2020,Jharkhand,75089,61559,648,0,1908568,12882
23-09-2020,Jammu and Kashmir,67510,46530,1062,0,1464565,19918
23-09-2020,Karnataka,540847,437910,8266,19,4394840,94652
23-09-2020,Kerala,148133,104682,593,72,2545385,42786
23-09-2020,Ladakh,3933,2844,51,0,48490,1038
23-Sep-20,Maharashtra,1263799,956030,33886,406,6106787,273477
23-09-2020,Meghalaya,4961,2859,42,0,136932,2060
23-09-2020,Manipur,9378,7108,62,0,217880,2208
23-09-2020,Madhya Pradesh,113057,88168,2077,0,1884858,22812
23-09-2020,Mizoram,1713,1095,0,0,66320,618
23-09-2020,Nagaland,5671,4509,11,32,75435,1119
23-09-2020,Odisha,192548,157265,789,0,2905731,34494
23-09-2020,Punjab,103464,79244,2990,0,1654508,21230
23-09-2020,Puducherry,24227,18893,481,0,155025,4853
23-09-2020,Rajasthan,120739,100365,1382,0,2935751,18992
23-09-2020,Sikkim,2548,1942,30,0,47893,576
23-09-2020,Telangana,177070,146135,1062,0,2628897,29873
23-09-2020,Tamil Nadu,557999,502740,9010,0,6725037,46249
23-09-2020,Tripura,23335,16463,250,23,366835,6599
23-09-2020,India,5730182,4671864,91175,810,67436031,966333
23-09-2020,Uttar Pradesh,369686,302689,5299,0,8992424,61698
23-09-2020,Uttarakhand,43720,31123,529,201,638707,11867
23-09-2020,West Bengal,234673,205028,4544,0,2924507,25101
24-09-2020,Andaman and Nicobar Islands,3744,3503,52,0,52992,189
24-09-2020,Andhra Pradesh,654385,579474,5558,0,5378367,69353
24-09-2020,Arunachal Pradesh,8416,6071,14,0,233456,2331
24-09-2020,Assam,165582,135141,608,3,3050501,29830
24-09-2020,Bihar,174266,159700,878,1,6414658,13687
24-09-2020,Chandigarh,10968,8342,144,0,69528,2482
24-09-2020,Chhattisgarh,95623,58833,752,0,998347,36038
24-09-2020,Delhi,260623,224375,5123,0,2756516,31125
24-09-2020,Dadra and Nagar Haveli and Daman and Diu,2977,2760,2,25,63512,190
24-09-2020,Goa,30552,24347,383,0,244189,5822
24-09-2020,Gujarat,128949,109311,3384,0,4048274,16254
24-09-2020,Himachal Pradesh,13386,9232,145,25,276833,3984
24-09-2020,Haryana,118554,98410,1255,0,1783274,18889
24-09-2020,Jharkhand,76438,62945,652,0,1949673,12841
24-09-2020,Jammu and Kashmir,68614,48079,1084,0,1487962,19451
24-09-2020,Karnataka,548557,444658,8331,19,4459004,95549
24-09-2020,Kerala,154457,107850,614,74,2600359,45919
24-09-2020,Ladakh,3969,2893,54,0,48490,1022
24-Sep-20,Maharashtra,1282963,973214,34345,411,6190389,274993
24-09-2020,Meghalaya,5083,3058,43,0,138942,1982
24-09-2020,Manipur,9539,7369,62,0,221490,2108
24-09-2020,Madhya Pradesh,115361,90495,2122,0,1904145,22744
24-09-2020,Mizoram,1759,1104,0,0,68340,655
24-09-2020,Nagaland,5730,4598,11,33,76072,1088
24-09-2020,Odisha,196888,161044,805,0,2956301,35039
24-09-2020,Punjab,105220,81475,3066,0,1682723,20679
24-09-2020,Puducherry,24895,19311,487,0,161030,5097
24-09-2020,Rajasthan,122720,102330,1397,0,2968083,18993
24-09-2020,Sikkim,2612,1973,31,0,48291,608
24-09-2020,Telangana,179246,148139,1070,0,2684215,30037
24-09-2020,Tamil Nadu,563691,508210,9076,0,6815644,46405
24-09-2020,Tripura,23786,16955,257,23,371699,6551
24-09-2020,India,5816103,4753006,92319,815,68928440,969963
24-09-2020,Uttar Pradesh,374277,307611,5366,0,9145828,61300
24-09-2020,Uttarakhand,44404,32154,542,201,648140,11507
24-09-2020,West Bengal,237869,208042,4606,0,2967939,25221
25-09-2020,Andaman and Nicobar Islands,3759,3528,52,0,55169,179
25-09-2020,Andhra Pradesh,661458,588169,5606,0,5447796,67683
25-09-2020,Arunachal Pradesh,8671,6230,14,0,235979,2427
25-09-2020,Assam,167374,136712,625,3,3078746,30034
25-09-2020,Bihar,175898,161510,881,1,6579427,13506
25-09-2020,Chandigarh,11212,8677,145,0,71009,2390
25-09-2020,Chhattisgarh,98565,66860,777,0,1015613,30928
25-09-2020,Delhi,264450,228436,5147,0,2815650,30867
25-09-2020,Dadra and Nagar Haveli and Daman and Diu,2989,2779,2,27,63512,181
25-09-2020,Goa,31071,25071,386,0,246170,5614
25-09-2020,Gujarat,130391,110590,3396,0,4110186,16405
25-09-2020,Himachal Pradesh,13679,9528,152,23,280048,3976
25-09-2020,Haryana,120578,101273,1273,0,1803327,18032
25-09-2020,Jharkhand,77709,64515,661,0,1990078,12533
25-09-2020,Jammu and Kashmir,69832,49557,1105,0,1513224,19170
25-09-2020,Karnataka,557212,450302,8417,19,4518923,98474
25-09-2020,Kerala,160934,111331,636,75,2657430,48892
25-09-2020,Ladakh,4025,2971,56,0,48490,998
25-Sep-20,Maharashtra,1300757,992806,34761,415,6280788,272775
25-09-2020,Meghalaya,5158,3343,43,0,138942,1772
25-09-2020,Manipur,9793,7602,63,0,225166,2128
25-09-2020,Madhya Pradesh,117588,93238,2152,0,1929748,22198
25-09-2020,Mizoram,1786,1288,0,0,70483,498
25-09-2020,Nagaland,5768,4693,11,37,76682,1027
25-09-2020,Odisha,201096,165432,820,0,3009183,34844
25-09-2020,Punjab,107096,84025,3134,0,1713652,19937
25-09-2020,Puducherry,25489,19781,494,0,166535,5214
25-09-2020,Rajasthan,124730,104288,1412,0,2994763,19030
25-09-2020,Sikkim,2704,1994,31,0,48655,679
25-09-2020,Telangana,181627,150160,1080,0,2741836,30387
25-09-2020,Tamil Nadu,569370,513836,9148,0,6910521,46386
25-09-2020,Tripura,24127,17464,262,23,374960,6378
25-09-2020,India,5901820,4846337,93412,824,70269975,961247
25-09-2020,Uttar Pradesh,378533,313686,5450,0,9310258,59397
25-09-2020,Uttarakhand,45332,33642,555,201,656974,10934
25-09-2020,West Bengal,241059,211020,4665,0,3011754,25374
26-09-2020,Andaman and Nicobar Islands,3774,3551,52,0,56059,171
26-09-2020,Andhra Pradesh,668751,597294,5663,0,5523786,65794
26-09-2020,Arunachal Pradesh,8869,6397,14,0,238223,2458
26-09-2020,Assam,169110,138307,638,3,3104577,30162
26-09-2020,Bihar,177355,163132,886,1,6730100,13336
26-09-2020,Chandigarh,11380,8937,145,0,72652,2298
26-09-2020,Chhattisgarh,102461,70955,817,0,1034460,30689
26-09-2020,Delhi,267822,232912,5193,0,2873338,29717
26-09-2020,Dadra and Nagar Haveli and Daman and Diu,2996,2804,2,27,64336,163
26-09-2020,Goa,31574,25759,391,0,248153,5424
26-09-2020,Gujarat,131808,112009,3409,0,4172051,16390
26-09-2020,Himachal Pradesh,13996,9710,159,23,283642,4104
26-09-2020,Haryana,122267,103827,1291,0,1827148,17149
26-09-2020,Jharkhand,78935,65839,670,0,2029744,12426
26-09-2020,Jammu and Kashmir,71049,51494,1125,0,1539284,18430
26-09-2020,Karnataka,566023,455719,8503,19,4586780,101782
26-09-2020,Kerala,167940,114530,657,75,2717040,52678
26-09-2020,Ladakh,4093,3018,57,0,52003,1018
26-Sep-20,Maharashtra,1321176,1016450,35191,416,6376676,269119
26-09-2020,Meghalaya,5212,3654,43,0,142426,1515
26-09-2020,Manipur,10053,7681,64,0,228546,2308
26-09-2020,Madhya Pradesh,119899,95490,2181,0,1952747,22228
26-09-2020,Mizoram,1835,1316,0,0,72410,519
26-09-2020,Nagaland,5862,4782,11,42,77364,1027
26-09-2020,Odisha,205452,170193,836,0,3062717,34423
26-09-2020,Punjab,108684,86013,3188,0,1740183,19483
26-09-2020,Puducherry,26032,20205,500,0,171561,5327
26-09-2020,Rajasthan,126775,105994,1426,0,3024341,19355
26-09-2020,Sikkim,2752,2016,31,0,49099,705
26-09-2020,Telangana,183866,152441,1091,0,2800761,30334
26-09-2020,Tamil Nadu,575017,519448,9233,0,7004558,46336
26-09-2020,Tripura,24405,17969,265,23,378120,6148
26-09-2020,India,5990579,4938702,94536,839,71257836,956502
26-09-2020,Uttar Pradesh,382835,320232,5517,0,9467186,57086
26-09-2020,Uttarakhand,46281,34649,566,210,668282,10856
26-09-2020,West Bengal,244240,213975,4721,0,3055039,25544
27-09-2020,Andaman and Nicobar Islands,3794,3553,53,0,56661,188
27-09-2020,Andhra Pradesh,675674,605090,5708,0,5600202,64876
27-09-2020,Arunachal Pradesh,9004,6495,14,0,239900,2495
27-09-2020,Assam,169985,139977,655,3,3119924,29350
27-09-2020,Bihar,178882,164537,888,1,6869768,13456
27-09-2020,Chandigarh,11553,9103,147,0,74415,2303
27-09-2020,Chhattisgarh,104733,72224,848,0,1046534,31661
27-09-2020,Delhi,271114,236651,5235,0,2924754,29228
27-09-2020,Dadra and Nagar Haveli and Daman and Diu,3002,2820,2,28,64691,152
27-09-2020,Goa,31958,26460,401,0,249581,5097
27-09-2020,Gujarat,133219,113240,3419,0,4232408,16560
27-09-2020,Himachal Pradesh,14191,10339,170,25,285451,3657
27-09-2020,Haryana,123782,105990,1307,0,1851457,16485
27-09-2020,Jharkhand,79909,66797,679,0,2059696,12433
27-09-2020,Jammu and Kashmir,72190,52859,1132,0,1563309,18199
27-09-2020,Karnataka,575566,462241,8582,19,4659860,104724
27-09-2020,Kerala,175385,117921,678,77,2770734,56709
27-09-2020,Ladakh,4103,3032,58,0,52003,1013
27-Sep-20,Maharashtra,1339232,1030015,35571,418,6565649,273228
27-09-2020,Meghalaya,5302,3779,43,0,142426,1480
